,listing_id,id,date,reviewer_id,reviewer_name,comments,sentence,sentiment
63859,11411,6247790,2013-08-05,1027459,Emmie,"Jess and Joey were wonderfully responsive and helpful hosts! The room we stayed in was clean and peaceful, and their house was in a convenient location. I would consider staying with them again the next time I am in Seattle.",Jess and Joey were wonderfully responsive and helpful hosts The room we stayed in was clean and peaceful and their house was in a convenient location,1
79443,2211594,35694277,2015-06-21,33968111,Marit,"Amelia and David are both very friendly and easy-going people, and made us really feel welcome and “at home”. Zeida the cat accepted us as well. 

The check-in was stress free, except that the room wasn’t ready when we arrived. There was no problem dropping off our bags tho. The code lock to the front door made it easy to come and go. 

Our room was light and spacious and the bathroom was nice (but could have been better cleaned). We got nice and fresh towels and bed sheets. The kitchen was well equipped, but it was a little inconvenient that we couldn’t use the dishwasher. The apartment is located some km from down town Seattle, but it was easy to take the bus (just a short walk from the apartment to the bus stop). The neighborhood was quiet and felt safe.

All in all, we had a nice stay at their place! Very much recommended.  ",The kitchen was well equipped but it was a little inconvenient that we couldn’t use the dishwasher,-1
51091,430453,46482181,2015-09-11,36143031,Kathryn,"Cute apartment within walking distance of anything you could want/need, including bars, restaurants, shopping, and of course, plenty of coffee shops. Only a $5 uber from downtown. I especially loved how close the Starbucks Reserve was and went there more than once to get their shakerato! The living room is a bit more cramped than the pictures show as there are desks and chairs to one side, but they were not an inconvenience. Perfect place for one person or a couple, but I wouldn't recommend trying to spend too many nights on that futon. The check in and check out process was simple and flexible which we appreciated. It is an old building with an old elevator but we found the place clean, organized, and perfectly situated. Thanks for having us Mark!",The check in and check out process was simple and flexible which we appreciated,1
38296,4324917,53952005,2015-11-15,20452975,Søren,"I stayed two weeks in November and can only add to the general praise. The room is pleasant and the private bathroom and kitchenette is a luxury. Ralph and Susan are as friendly and helpful as one could only wish for. The neighborhood is great, with lots of places to eat a variety of foods,buy groceries, homemade ice-cream, chocolate and lots more. The bus downtown is close by and takes about 20 minutes. All in all, I can only recommend unreservedly.",The bus downtown is close by and takes about 20 minutes,1
59163,7411863,56717278,2015-12-17,34374294,Malorie,"Hosts were kind and friendly. The house is close to the Link, it's really convenient. I spent 3 great days in Julian's house. ",The house is close to the Link its really convenient,1
54046,5051529,33075515,2015-05-25,24203657,Jocy Ann,"The condo was bigger than what we expected!  It was very easy to access from the SEA TAC airport and only about 10 minutes away from Seattle.  The condo comes equipped with pretty much EVERYTHING you need just not shampoo or bath soap which is OK because I always bring my own anyway.  The beds are soooo comfy too!  

The owner leaves a very descriptive folder on the coffee table about the condo and the surroundings, so be sure to look there!  The owner is also very helpful and responded to my emails in a matter of minutes.  Next time I am in Seattle I will definitely stay here again!   ",Next time I am in Seattle I will definitely stay here again,1
70478,3041619,48440338,2015-09-26,43789928,Robin,"Everything about Sven's place was amazing; perfect location, views, and atmosphere. If you visit Seattle and have a chance to book this place, DO IT!",Everything about Svens place was amazing perfect location views and atmosphere,1
30129,25002,19783069,2014-09-18,20165131,Amber,"We absolutely loved our stay in Seattle. Totally fell in love with the city and Amanda's unit could not have been more perfect. Clean, comfy, and close enough to shops and restaurants ... But also tucked away in a nice residential area that made us feel like we were getting a taste of real Seattle. Ballard and Phinney Ridge are super charming. 

The unit itself is well stocked with toiletries and towels, coffee, a mini-fridge, books and magazines ... Everything you need. And the brownies that were waiting on us were delicious! Would absolutely stay here again and would recommend it highly.",But also tucked away in a nice residential area that made us feel like we were getting a taste of real Seattle,1
36944,202260,2330465,2012-09-17,36273,Dylan,"On cleanliness I would describe it as pristine.  It's clear that she invested some money to make this place look nice: new furniture, modern heating system, lots of lights and light paint to make a basement apartment  feel nice, etc.",On cleanliness I would describe it as pristine,1
82309,7391003,51446924,2015-10-20,43136072,Michelle,"Andreina was quick & great in responding to any questions I had. Her studio was in a great location, a few blocks away from Pike Place, also walking distance from the train station (if you're coming from the airport). Good price considering most hotels in the area are twice as much. ",Good price considering most hotels in the area are twice as much,1
47904,132160,473873,2011-08-25,16549,Paul,"What can I say. The place is wonderful. The bed is comfy, the kitchen and bathroom are new, the little espresso maker is great. The neighborhood is beautiful. There are plenty of good places to eat within walking distance. I can't say enough good things. I highly reccommend Natalie's place.",There are plenty of good places to eat within walking distance,1
33850,7748866,43004096,2015-08-16,21009240,Lambert (Bert),"It was truly a pleasure to stay in the Cohen home. A very comfortable bed in a private setting. Before getting there I had the misfortune of being in a accident. They were very nice and helped me out quite a bit going above and beyond. I would love to stay there again when traveling in the Seattle area.
",I would love to stay there again when traveling in the Seattle area,1
3539,3312406,33268444,2015-05-26,6807475,Corey,"We loved Tory's place and it met all of our expectations.  Great kitcken, and super close to everything.  Would definitely stay again.",Would definitely stay again,1
78555,1030411,24432058,2014-12-28,17271907,Gail,"Charming Craftsman style home near excellent Seattle Zoo and Green Lake Park. Kymber made us feel very welcome -- and her cats were quite friendly. Nice homey dining room and living room, fabulous kitchen. Beds are a bit high up -- glad they had a stool for short people like me. Immaculate bathrooms. Highly recommend.",Nice homey dining room and living room fabulous kitchen,1
78462,975179,45261977,2015-09-01,36679596,Honoka,"I and my sister had a nice stay at Katie's place. The bed size was enough for both of us. We really liked the neighborhood -calm and peaceful. Although we couldn't see her when we get there, she communicated us several times before our arriving and it was very smooth. The tips about the rules she wrote down were very neat and useful. Thank you, Katie!",Although we couldnt see her when we get there she communicated us several times before our arriving and it was very smooth,1
73420,2976798,54585658,2015-11-22,43982504,Rebecca,"We had the most wonderful experience staying with Pat. From initial communication to the moment we left we had an amazing time. Pat was so welcoming, we made it to the house easily, it is in a fantastic location near so many great neighbourhoods and so close to the city.

The house was perfect, so lovely, warm and spacious we almost didn't want to leave. We have never felt so at home and welcomed in another persons house as we did with Pat.

She was such a kind and loving host, we had some great conversations and a cuppa with her whilst discussing travel and Australia and  have hopefully become friends for life.

I couldn't recommended staying anywhere else, this stay was idyllic and such a great overall experience of Seattle. 

 ",She was such a kind and loving host we had some great conversations and a cuppa with her whilst discussing travel and Australia and  have hopefully become friends for life,1
2670,7902330,44247721,2015-08-24,31759130,Kylie,"My Mom and I were super happy we chose to stay at this location! Dario was excellent at communicating. Upon arriving, we were given a brief tour of the space, and then shown our room- which was extremely clean, and up-to-date. There was an abundance of fresh towels at all times, and the bathroom was also kept extremely clean. We felt very welcomed and enjoyed our short time here- would definitely recommend!",My Mom and I were super happy we chose to stay at this location Dario was excellent at communicating,1
38730,5042014,40545396,2015-07-31,892233,Catherine,"Emiliya was a wonderful and inviting host, and I loved this little room! I was only there for one night, so I did not see Emiliya very much, but when I did she was so kind and welcoming. The pictures are very accurate and the space and bed were very comfortable. Emiliya has provided everything you might need, as well as some things I would not have even thought of! This was an excellent experience.",Emiliya has provided everything you might need as well as some things I would not have even thought of This was an excellent experience,1
42181,1351716,20931103,2014-10-07,3707909,Laurie,"Gorgeous place, i wanted to move in!",Gorgeous place i wanted to move in,1
40149,463768,2195155,2012-09-04,2975779,Peter,"This is a beautiful house in a nice neighborhood.  We stayed here to attend the Bumpershoot and see some of the Seattle area.  You'll probably have to use some form of transportation to get around, and there's a public bus stop nearby if you don't want to deal with personal driving in the city.  Light sleepers should beware that the house is next to a railroad track and has runs periodically through the night..  The layout of the house is outstanding and the kitchen was simply delightful.  The master bedroom and shower/whirlpool will spoil one. All in all, it was a delight to stay here.  The host was very quick to answer any questions we had.",We stayed here to attend the Bumpershoot and see some of the Seattle area,1
2169,5328449,29768489,2015-04-12,8035891,Mick,"Amy was very communicative about how to get to the place. Place was clean and tidy and I liked the separation of the sleeping spaces, upstairs and down. Felt like a 2 bedroom. Nice kitchen with everything you could need, including a  coffee grinder! Plenty of maps and local guides which were very helpful. I would stay there again",Place was clean and tidy and I liked the separation of the sleeping spaces upstairs and down,1
76243,2593263,33479169,2015-05-28,34017370,Jane,"We talked to Paul over email and messages. He was very friendly and welcoming. He explained to us how to appropriately use the house. The house was located very closely to Seattle University where I was planning to visit. Overall, it was a great experience. ",We talked to Paul over email and messages,0
60294,190984,14434826,2014-06-19,15049107,Marianne,"Denise gets an A+ rating as a host.  The studio apt. was immaculate and exactly as pictured.  We loved it.  What we did not love was the absence of wifi, the steep steps up to the apt (we are seniors!) and the difficult parking lot which became quite jammed up on Saturday night.  The Union Bar on the street below was great with a great youngish crowd - definitely an asset to have a beer or eat.  Besides the parking lot issue, the street the apartment is on is not the best and may make some people uncomfortable.  Despite all that we loved the host and the apt. and would highly recommend it to any younger people traveling.  Denise was a great host and made it to easy to get keys and to leave keys. ",Denise was a great host and made it to easy to get keys and to leave keys,1
36231,3344977,37866544,2015-07-11,6002233,Rebecca,"Very accurate description - no problems at all getting the keys, good communication throughout and wonderfully comfortable, clean room with private bathroom.
If I am in the area again, I wouldn't hesitate to book this place.  It's well located to DT Ballard and buses to DT Seattle, the hosts have left good local and regional maps in the room, plus a Seattle To Do guide.
Quiet, peaceful and a pleasure to come back to after a lovely day out in the city...it's a good size space and one doesn't feel cramped.
Internet access is easy - and there's a coffee machine plus microwave should you need it, with a large 24 hr supermarket a mere minutes away.",Quiet peaceful and a pleasure to come back to after a lovely day out in the city,1
38923,565703,21896244,2014-10-26,744914,Nikki,"This apartment is cozy yet spacious. So close to downtown, yet it is in a quiet residential neighborhood. Some great shops, restaurants, and more right around the corner. We wish we could have spent more time there, but were in town for a conference so we were busy early and all day both days.",We wish we could have spent more time there but were in town for a conference so we were busy early and all day both days,1
34408,1547337,24508976,2014-12-29,5284620,Tina,"Kate was a friendly, accommodating host that made it so easy to check in and out of her place. Her apartment was centrally located, and was a short distance from everywhere I wanted to be. I appreciated how clean the apartment was as well, and it had everything we needed for our stay. I would definitely stay at Kate's apartment again! ",Kate was a friendly accommodating host that made it so easy to check in and out of her place,1
11910,1909058,13051252,2014-05-18,3781182,Arthur,"Gary and Beth were ideal hosts! Superb communication right from the get go, and very accommodating of my schedule as it evolved day by day. Always in touch and responsive via text. Gary even brought in a kettle and some tea as I mentioned I liked having a cup of herbal tea in the evenings. Loved the private entryway through the front door of the house - its like you had the whole place to yourself! The suite itself is fantastic! It really is a standalone suite, with a private bathroom (with adorable claw-foot tub with shower) and a bedroom with very comfy bed, window for natural light, small table for work/reading and a storage closet for any goodies you might pick up. Separated from the rest of the house. Lightning fast wifi (yay!) in case you need to do work. Very quiet residential neighborhood with some very minor, infrequent road noise from the occasional car coming past on 10th ave west. A really short drive to downtown Seattle, but peaceful and removed from the insanity of it. Also close driving distance to the Fremont/Ballard neighborhoods! Street parking out in front is hassle free and convenient. Really loved the tiny microhood feel. Within walking distance is an eatery/grocery store called the Icebox that featured amazing breakfast specials (the waffles were wonderful)! In the other direction up on McGraw street is the incomparable Macrina Bakery - a Seattle institution. All in all, thank you to Gary and Beth for an amazing, relaxing and restorative two day weekend in Seattle. Will definitely be staying again in the future!",All in all thank you to Gary and Beth for an amazing relaxing and restorative two day weekend in Seattle,1
66270,4069543,35783493,2015-06-22,2915659,Jennifer,"We will definitely stay here again:) Sean has thought of everything, right down to a box fan in the room. He was very kind and let us modify the reservation from 2 nights to 1 when plans changed. We didn't get to meet his wife but we much enjoyed a coffee and a chat with him before leaving for Whidbey Island. We highly recommend staying here. Everything about the space was comfortable, clean and convenient. Thank you again, Sean!",We will definitely stay here again Sean has thought of everything right down to a box fan in the room,1
8489,2418658,15768302,2014-07-15,12868304,Kaitlin,"Rebecca was a great host. She left specific details about her cats and how to take care of them (which is an easy job), as well as specific information about her favorite places in the neighborhood (we loved Melrose Market and Stumbling Monk the most!). Capitol Hill is just as she described: progressive, artistic, vibrant. There are a ton of places to eat and have drinks just steps away from her apartment, but we also easily walked downtown to Pikes Market, Pioneer Square, and Belltown. 

If you choose to take care of her cats, they are very sweet cats. They will come sleep with you, even if it is a warm night :) They did wake us up pretty early in the morning to eat, but once they are fed they settle back down. The kitten Peanut, is especially playful, so be ready for an energetic pet!

I recommend Rebecca's apartment, especially if you want to experience life in this very unique neighborhood!",The kitten Peanut is especially playful so be ready for an energetic petI recommend Rebeccas apartment especially if you want to experience life in this very unique neighborhood,1
36219,3344977,28417397,2015-03-23,8466667,Dimitri,I stayed at Alex's place for 3 days and I had a great time. Street parking was available at anytime of the day within 2 min walking distance. Alex was available and made my stay more comfortable. The place was very quiet and having your own private entrance was practical. I would recommend staying at Alex and you are only 5 min away from the active part of the Ballard.,I stayed at Alexs place for 3 days and I had a great time,1
36011,9110730,56788185,2015-12-18,48012223,Stephanie,"What a delightful stay.  I came from Denver to Seattle in early October and had a long commute from my brother's house while our house was being finalized in mid December.  I realized I needed to stay in Seattle to be closer to work before our move.  I am very lucky that I found Misty's place as it was absolutely perfect.  Charming, cozy, super clean, comfy and spacious.  Plus the location is terrific within a safe and quiet neighborhood that is close to great little shops and dining options.  

I stayed for almost 3 weeks, at her place, while my husband was in Denver packing up things for his trek to Seattle to meet up with me.  It was hard being away from him however having such a nice place to come home to after work made it much better.  

I would highly recommend this location to visitors or people looking to move to Seattle.  The location is also simple to find  and an easy drive to downtown and near other hot spots within the Emerald City.  

Misty has wonderful taste in her décor and some nice amenities to her little getaway including: tranquil bedroom that is spacious, big closet, gorgeous bathroom with claw foot tub, warm and cheerful living/den area with Keurig, mini fridge, microwave and washer dryer.  

Her place is awesome as is Misty.  A wonderful hostess.  

",The location is also simple to find  and an easy drive to downtown and near other hot spots within the Emerald City,1
15068,3930270,26668790,2015-02-16,3780880,Andy,"Very comfortable, great location, Adam was very helpful, recommend!",Very comfortable great location Adam was very helpful recommend,1
68439,1651324,17040737,2014-08-06,14634487,Tanya,"Ross was great to work with. He was very flexible with our timing and made things easy for getting in at a convenient time for us. He also was kind enough to provide an air mattress and sheets for our daughter. The unit is spacious and we loved the old architecture. It was hot the day we arrived and there is no a/c, but it worked out for us because we didn't come home from sight seeing until late. We had to have all the windows open due to heat, which made it very loud inside the unit due to proximity to the highway. It was much louder than I'd anticipated, but amazingly it didn't bother us at all. It was so constant that it was almost like ocean waves while we slept, although trying to talk with each other in the morning was difficult unless we within close proximity to one another. I would stay here again. The price was good and the location to everything was great. Easy walking distance to everything. Don't bring a car though, as parking is extremely difficult and extremely expensive.",It was much louder than Id anticipated but amazingly it didnt bother us at all,-1
15368,9460,8834403,2013-11-20,9473874,David,"Siena is the best host one could help for! Her place is warm and welcoming. It's location is perfect to get around anywhere you would like to, walking distance to pikes place and other great locations and neighborhoods. She makes it her goal for you to have a great stay.",Siena is the best host one could help for Her place is warm and welcoming,1
71152,3449059,29668210,2015-04-11,9953016,Matthew,"We enjoyed our stay at Darcy's place. The check in was a breeze. We grab our key from the bartender downstairs. He was very kind and offered to carry some luggage for us to the 3rd floor. The apartment was very nice. The only downside to the stay was the noise outside. This is to be expected though when you stay downtown. A lot of early morning trash trucks in the alley, random people, and birds. The club music next door can be heard through the walls too. We did split the room, so my experience comes from sleeping in the living room on the pullout bed. Whereas the other couple we traveled with said most of the noise was muffled or rarely heard in the bedroom. We had a great stay though as the noise is tolerable. Again, it comes with the location. The check out process was really easy and everyone was very accommodating. Our flight was in the evening, but we were allowed to leave our luggage in the bar after check out and stroll the city. Terrific cafes and shops all around. I would recommend this place! ",This is to be expected though when you stay downtown,0
2945,4279876,48716147,2015-09-28,22550920,Sheryl,"Such a comfortable, clean stay in a great neighborhood. Beth also left little reviews of local restaurants/bars/coffeehouses, which was a nice touch. And we felt close to everything, but were still in a peaceful yet happening residential area. The 16 bus takes you right downtown; Green Lake is just north of here. It's a fantastic place to be while in Seattle. ",Such a comfortable clean stay in a great neighborhood,1
32357,7529124,53293287,2015-11-07,20242776,Steph,"What a fun place to stay and a welcoming host. Jenifer was an amazing communicator when I needed anything. The space was perfect. Jenifer had a snack waiting too which was perfect timing right after I visited the gym right next to the Airbnb. The bed was super comfy with quiet house attached. If I come back up there and we need a place to stay in Seattle area I will book with Jenifer again!
Steph",If I come back up there and we need a place to stay in Seattle area I will book with Jenifer againSteph,1
48610,3898413,46127090,2015-09-08,3088906,Paul,Everything went very smoothly--we enjoyed our time at Sherry's. The neighborhood is great.,The neighborhood is great,1
48134,2978929,50210188,2015-10-10,5659301,Josh,"Sarah's place was great!  Super cute, well located, and very cozy.  My wife and I spent a couple days working and exploring with this as our home base, and we really enjoyed ourselves.  I especially liked the record player and Tame Impala records in her collection ;-)

We'll definitely check to see if this place is available on our next visit to Seattle.  Highly recommended.",Sarahs place was great  Super cute well located and very cozy,1
83624,3971346,55186505,2015-11-29,5317585,Leslie,"Derek has a wonderful house that we felt so at home in. We were made to feel welcome and so were our two dogs. The house has a great deck overlooking the spacious fenced back yard with views of the city lights. 
Derek is so generous with his space and all that he provides. It is such a lovely open floor plan for gathering and for foodies that like to cook and share meals together. The kitchen is well equipped, big comfy sofa and beautiful large dining table. 
It was easy to sort trash from recycling and compost with the info posted on the side of the fridge. The house is in a sweet part of Magnolia, near parks, a dog park and the village. 
There was ease in every aspect of this booking. We loved our stay and will definitely be back!",We were made to feel welcome and so were our two dogs,1
26541,1758935,13055425,2014-05-18,5177953,Jessica,"Beth's home was absolutely lovely. The bedroom and bathroom were spotless and wonderfully comfortable, and she was very accommodating and gracious. I will absolutely stay here again during my next visit to Seattle.",The bedroom and bathroom were spotless and wonderfully comfortable and she was very accommodating and gracious,1
18120,6387576,48944794,2015-09-29,5370800,Natalie,"Wonderful experience! Spacious, beautiful room, centrally located. Joe was very welcoming and gave us a lot of great tips. It was a pleasure staying here.",Wonderful experience Spacious beautiful room centrally located,1
64470,1023693,10617258,2014-02-28,3178456,Steven,"This was my second stay with Shannon; I came bqck for the ease, central location, comfort, convenience and the great entertainment available in the (website hidden). all the classic books you've wanted to read but might not have gotten too yet, and while you're perusing them, you can nibble on the chocolate bonbons or ginger chews (best variety) that Shannon provides and there is a book of drawing challenges so you can leave a sample of your artistic aspiration there. Finally, when you have to sleep, the silky soft sheets will tempt you to float away...way past your wake up call. So, even if you have nothing special to do in Ballard, you can do something special staying right here. Try it and you'll be surprised when you receive your receipt after your stay-HA! Mystery treat.",This was my second stay with Shannon I came bqck for the ease central location comfort convenience and the great entertainment available in the website hidden,1
2062,4569115,33089341,2015-05-25,29595092,Nathan,"Eve was a great host and the apartment was awesome.  Eve was very responsive and provided us with recommendations and answered questions very quickly. The apartment itself was very clean and homely. Comfortably fit my wife and I and my friend and his girlfriend. The location is also great. There are a ton of bars, restaurants, Pike's Market, and more within minutes walking distance. Thanks, Eve!",The apartment itself was very clean and homely,1
38544,5058086,42880295,2015-08-16,8595260,Briana,Wonderful beautiful accommodations. The nest provided the right amount of rest and adventure for our Seattle stay.  The views from Queen Anne are second to none and the local top pot doughnuts was a treat as well. My husband and I are planning on visiting yearly for our anniversary and hope to stay at the nest again!,The nest provided the right amount of rest and adventure for our Seattle stay,1
51637,5918259,38114699,2015-07-13,31627312,Katie,A warm welcome with a happy birthday banner was the perfect way to start our weekend away! We have a lovely time staying at Dee's house. It was clean and quiet with a lovely view of the lake. She had great recommendations for local eats and things to do! We will be back.,A warm welcome with a happy birthday banner was the perfect way to start our weekend away We have a lovely time staying at Dees house,1
12766,193836,45962133,2015-09-07,15879685,Sarah,"Amy and her husband were great and welcomed us to the place when we arrived. It was clean, spacious and comfortable. We really enjoyed having a little kitchen and sitting area   We chose this location because of its proximity to the ferry terminal in West Seattle and that worked out very well for us. The only drawback of this spot is not being able to sleep in because of the little ones upstairs being active in the morning. But that wasn't a surprise and didn't bother us! We had a wonderful visit and recommend this place to others. ",It was clean spacious and comfortable,1
2571,6610942,52220535,2015-10-27,32722714,J. Elaine,"Marco's place is absolutely beautiful. As I walked past the zen garden and palm trees to find the separate en suite at the back of the house, it was exactly as pictured and even more. I stayed for a month while working downtown and I loved it. I was amazed that the bed was an extremely comfortable Tempurpedic mattress. The room and bathroom were very clean. Communicating with him was very easy and simple thru texts and he would always respond quickly. The location is so close to the light rail and the views from Beacon Hill are gorgeous. So close to several parks like Jefferson Park or Seward Park. It's a safe, quiet neighborhood.  I biked every day to downtown and this place is surrounded with bike paths so it's a wonderful area to have a bike. If you want a place to stay that is very close to downtown without feeling stuck in the city, I would highly recommend this private large en suite. ",Its a safe quiet neighborhood,1
30728,3959442,28932908,2015-04-01,8120423,Amanda,"Rebecca's studio apartment was amazing. It was immaculate and she had so many nice touches to make our stay enjoyable — available staples in the kitchen, ample towels, a power strip exactly where you would need it, and a helpful guide to local establishments. The bed was super comfy too.

I highly recommend this rental!",It was immaculate and she had so many nice touches to make our stay enjoyable — available staples in the kitchen ample towels a power strip exactly where you would need it and a helpful guide to local establishments,1
60356,6870575,42868362,2015-08-16,36011253,Abdulrahman,"James was an excellent host. He wrote me a list of recommendations for restaurants and cafes around the neighborhood. The apartment was even better than I expected. The building is new. I stayed there for 16 days. My favorite part was the rooftop garden, I spent hours there every day. The neighborhood was active and had a lot going on.

James was always available when I had questions, and always responded quickly.

 I would definitely recommend this place. 5/5 stars!",I would definitely recommend this place,1
51793,631445,50085827,2015-10-09,10564788,Nikki,"Alicia's apartment was perfect for my husband and I! It was our first time in Seattle, and the location was great. Not only were we close to all the big tourist attractions (Pike Place, Space Needle, etc.), but we were also close to bus lines so that we could go out to some of the other neighborhoods. Alicia was so wonderful to work with as well! We were not sure what time we would be arriving, so she arranged to have her neighbor meet us which worked out perfectly. Her apartment is super cute, clean, and well stocked. If we are lucky enough to make it back to Seattle in the near future, I will definitely be contacting Alicia to stay at her place! Also, check out the bakery downstairs - amazing! ",If we are lucky enough to make it back to Seattle in the near future I will definitely be contacting Alicia to stay at her place Also check out the bakery downstairs  amazing,1
83131,7151924,45132785,2015-08-31,6396731,Carol,"Breeze and Kartik were perfect hosts! They were extremely warm and considerate, and we appreciated their attention to details, which made our stay so comfortable. At first, we were a bit nervous about our privacy in the mother-in-law suite, but within the first day, we realized the common entryway was not a problem since they used a separate entrance. The apartment is beautiful and very clean, and the kitchen was well-stocked with wine, beer, chocolates, and everything needed to make a delicious cup of coffee (or tea!). Breeze and Kartik were very sweet, and they even provided umbrellas to keep us dry in the Seattle rain. In addition to the great accommodations, we loved the location of this BnB. Queen Anne allowed for an easy walk to Fremont and downtown (so long as you’re up for a bit of walking and hills). It is a quiet and charming neighborhood in close proximity to great restaurants, markets, cafes, and bars. We will recommend the Queen Breeze BnB to anyone staying in Seattle!",At first we were a bit nervous about our privacy in the motherinlaw suite but within the first day we realized the common entryway was not a problem since they used a separate entrance,1
18872,1781873,43826066,2015-08-22,2066147,Andrew,"If this system could rate a host with one to five stars, Mimi would get six. The apartment was terrific and very well stocked with everything you could need, including a computer and cell phone charger. But that is just background. Mimi herself is caring, interesting and the true definition of a terrific host. A couple of travel mishaps (my fault) occurred while we were there, and Mimi was incredibly fast in providing whatever help was needed. She went above and beyond. I would unhesitatingly recommend this place to anyone looking to stay in a real cool area of Seattle. ",A couple of travel mishaps my fault occurred while we were there and Mimi was incredibly fast in providing whatever help was needed,1
60762,47196,44760095,2015-08-29,9900645,Alex,"What you see is what you get, just a little less fancy. Room size is ok, bathroom ok (first bathtub clogged, later the toilet but both fast fixed). Bed is a little short and small, but it comes with terrible pillows. Outside is a small patio, ok but nothing special. A tv, coffemaker and small fridge would really upgrade the room. Downtown is a 30 min walk or 10 min with bus, but there's a Safeway with a Starbucks around the corner for daily needs. We didn't see Shalini although she lives upstairs, but that's ok. All in all, it's an ok room for that price. ",What you see is what you get just a little less fancy,-1
50139,258571,6553818,2013-08-17,4631042,Tomoyuki,"Nick was a wonderful host. Cozy bedroom, clean bathroom, good price and perfect location. I enjoyed a vacation in Seattle. I would like to stay at his house again. Many thanks.",I would like to stay at his house again,1
1987,208356,41720078,2015-08-09,22544471,Dan,"My fiancé and I came to Seattle to see Taylor Swift Live! The Artist Loft was perfect for our stay in the city- just a quick walk to the stadium. This place would be perfect for anyone visiting Seattle for a Seahawks game. The tv and cable worked and there were plug-ins all over the place. You can even put leftover food in the fridge down the hallway!

Thanks for having us!",This place would be perfect for anyone visiting Seattle for a Seahawks game,1
43342,3120652,33734234,2015-05-31,6006307,Megan,"We arrived late on a Tuesday and found our way into Carolyn's cozy home with a note to help ourselves to whatever was in the refrigerator.  This was generous and helped with the morning milk for our coffee.  Curb appeal was not the best but once inside it was great for the four of us.  There is a spacious garden, too.  Only down side was the house was located in a bit of a transitional neighborhood.  However, 15 minutes from downtown with traffic and 20 to the airport was quite manageable.  Nice to see an up and coming part of Seattle.  Old downtown a few blocks away is great.  Park nearby obviously appreciated by locals.",Old downtown a few blocks away is great,1
53405,977722,19620484,2014-09-15,3142798,Jennifer,"Our stay was great.  Took us a while to  find the actual house because we arrived after dark and no one was there to greet us since Elizabeth was out of town (which was fine). The neighborhood seemed safe so we walked the sidewalk until we located the studio apt.  Once inside, we felt it was perfect for our stay.  We didn't need a lot since we were out and about most of the time.  Bed was cozy and we loved using the kitchen for breakfast each morning (grocery store is a couple blocks over).  I must add that we also enjoyed the floor warmer in the bathroom since it was a bit chilly overnight (which was great coming from the Houston humidity).  :) Overall, great stay.  I'd recommend it to my friends.  Loved the neighborhood with the university life going on around us!  Thanks!",We didnt need a lot since we were out and about most of the time,0
29212,356566,1578584,2012-06-27,1312593,Michael,"This house is incredibly warm and inviting, and Wallingford is a great Seattle neighborhood.  Cam is an awesome host.  I would highly recommend a stay here.",I would highly recommend a stay here,1
30965,353347,1837811,2012-07-30,2691194,Tatyana,"Kathy is one of the most kind and caring person i have ever met. She treats guests as friends and really cares for our comfort and enjoyment! House is great. Spacious, great design to cook, rest and have fun! Kathy provided any assistance and help we needed! I felt at home, really did not want to leave that place. Area is quite and very friendly! Breakfast treats that Kathy left for us totally surprised me! it was so nice of Kathy, i could not believe my eyes :) I would definitely recommend this Kathy's house to others and will stay there next time if Kathy allows! :) Don't miss out such opportunity! ",Area is quite and very friendly Breakfast treats that Kathy left for us totally surprised me it was so nice of Kathy i could not believe my eyes  I would definitely recommend this Kathys house to others and will stay there next time if Kathy allows  Dont miss out such opportunity,1
1161,2277640,21030903,2014-10-10,19387101,Becki,"Our experience was great.  The information we had when we came in (where the suite was, restaurant recommendations, house rules, etc.) was very clear and well displayed.  The suite was just as described.  I was traveling with my brother, so they had the 2nd room with a futon set up for us on our arrival.  When we told people where we were staying we got a lot of comments like ""I don't want to have to stay somewhere where I have to have a conversation with someone"", ""I don't want to have other people around an bugging me all the time"".  Let me just say that this is NOT how Kate and Danny operate.  They touched base a couple times throughout the stay to make sure everything was okay, but they weren't dropping in all the time ""bugging"" us.  They also made it clear that they were around for any questions/recommendations.  We had our week packed full of stuff and were really only at the house to sleep, so we had to ""set up"" a time on the last day of our stay just to ""meet"" the people who provided this amazing house.  When you stay in a hotel you risk getting a room near an elevator, or with loud people above you.  You won't have this problem here.  Don't get me wrong, from time to time you will hear them walking above you, but couldn't hear anything else.  It was very quiet and peaceful.  Kate and Danny thought of everything to make the stay great.  They provided basic toiletries and a blow dryer, they had a mini fridge and microwave, city guides in the rooms, water, granola bars, fruit, tea, coffee.  It was all very well thought out.  The 2 rooms and bathroom were very spacious and clean and just as advertised.  Parking was always available on the street right in front of the house.  I would absolutely recommend staying here.  It was nice and close to downtown Seattle (15-20 min drive max for us even in traffic), easy access to I-5, a lot of cute restaurants in the area.  Thanks so much for opening your beautiful home to us Kate and Danny!",Our experience was great,1
47873,1090307,32950245,2015-05-23,20077965,Anthony,"Karen's hospitality was beyond my expectations. My girlfriend and I vacationed in Seattle and after a last minute decision to stay in the city instead of going on to Portland we were able to book a  couple of nights with Karen in Greenlake. She was there to greet us into her home and was kind enough to make arrangements in the event of us missing each other at check in. Her home was beautiful and very accurately described from her Airbnb listing. Clean, welcoming, cozy and easy to get to. I would definitely recommend anyone staying with her because I would in an instant.",Karens hospitality was beyond my expectations,1
